Trust:Advogato [b334]	D$=$	\textsf{AD}	\href{http://www.trustlet.org/wiki/Advogato_dataset}{Advogato}	User--user trust	6,535	51,397
Authorship:French-Wikinews [download.wikimedia.org]	B$=$\Clocklogo	\textsf{nfr}	\href{http://download.wikimedia.org/}{French Wikinews}	User--article edit	1,408 + 25,138	193,618
Authorship:French-Wiktionary [download.wikimedia.org]	B$=$\Clocklogo	\textsf{mfr}	\href{http://download.wikimedia.org/}{French Wiktionary}	User--article edit	5,017 + 1,907,247	7,399,298
Authorship:Galician-Wikipedia [download.wikimedia.org]	B$=$\Clocklogo	\textsf{gl}	\href{http://download.wikimedia.org/}{Galician Wikipedia}	User--article edit	5,200 + 138,647	1,497,798
Authorship:Haitian-Wikipedia [download.wikimedia.org]	B$=$\Clocklogo	\textsf{ht}	\href{http://download.wikimedia.org/}{Haitian Wikipedia}	User--article edit	934 + 59,020	373,818
Authorship:Italian-Wikipedia [download.wikimedia.org]	B$=$\Clocklogo	\textsf{it}	\href{http://download.wikimedia.org/}{Italian Wikipedia}	User--article edit	137,693 + 2,255,875	26,241,217
Authorship:Japanese-Wikipedia [download.wikimedia.org]	B$=$\Clocklogo	\textsf{ja}	\href{http://download.wikimedia.org/}{Japanese Wikipedia}	User--article edit	190,752 + 1,865,207	20,411,185
Authorship:Latvian-Wikipedia [download.wikimedia.org]	B$=$\Clocklogo	\textsf{lv}	\href{http://download.wikimedia.org/}{Latvian Wikipedia}	User--article edit	4,099 + 107,416	946,173
Authorship:Low-German-Wikipedia [download.wikimedia.org]	B$=$\Clocklogo	\textsf{nds}	\href{http://download.wikimedia.org/}{Low German Wikipedia}	User--article edit	1,692 + 34,074	394,632
Authorship:Dutch-Wikipedia [download.wikimedia.org]	B$=$\Clocklogo	\textsf{nl}	\href{http://download.wikimedia.org/}{Dutch Wikipedia}	User--article edit	112,771 + 1,518,053	18,930,176
Authorship:Occitan-Wikipedia [download.wikimedia.org]	B$=$\Clocklogo	\textsf{oc}	\href{http://download.wikimedia.org/}{Occitan Wikipedia}	User--article edit	1,605 + 58,276	714,503
Authorship:Polish-Wikipedia [download.wikimedia.org]	B$=$\Clocklogo	\textsf{pl}	\href{http://download.wikimedia.org/}{Polish Wikipedia}	User--article edit	106,116 + 1,306,026	17,959,638
Authorship:Portuguese-Wikipedia [download.wikimedia.org]	B$=$\Clocklogo	\textsf{pt}	\href{http://download.wikimedia.org/}{Portuguese Wikipedia}	User--article edit	147,287 + 2,346,137	16,082,508
Authorship:Russian-Wikipedia [download.wikimedia.org]	B$=$\Clocklogo	\textsf{ru}	\href{http://download.wikimedia.org/}{Russian Wikipedia}	User--article edit	135,409 + 2,069,952	21,374,632
Authorship:Slovak-Wikipedia [download.wikimedia.org]	B$=$\Clocklogo	\textsf{sk}	\href{http://download.wikimedia.org/}{Slovak Wikipedia}	User--article edit	12,166 + 266,816	2,812,157
Authorship:Serbian-Wikipedia [download.wikimedia.org]	B$=$\Clocklogo	\textsf{sr}	\href{http://download.wikimedia.org/}{Serbian Wikipedia}	User--article edit	11,794 + 388,830	3,243,236
Authorship:Swedish-Wikipedia [download.wikimedia.org]	B$=$\Clocklogo	\textsf{sv}	\href{http://download.wikimedia.org/}{Swedish Wikipedia}	User--article edit	71,516 + 970,835	10,084,464
Authorship:Vietnamese-Wikipedia [download.wikimedia.org]	B$=$\Clocklogo	\textsf{vi}	\href{http://download.wikimedia.org/}{Vietnamese Wikipedia}	User--article edit	24,153 + 447,280	2,756,694
Authorship:Chinese-Wikipedia [download.wikimedia.org]	B$=$\Clocklogo	\textsf{zh}	\href{http://download.wikimedia.org/}{Chinese Wikipedia}	User--article edit	113,194 + 1,095,945	11,645,429
Trust:English-Wikipedia [b551]	D$\pm$\Clocklogo	\textsf{EL}	\href{http://snap.stanford.edu/data/wiki-Vote.html}{English Wikipedia}	Editor--editor vote	8,297	107,071
Communication:EU-institution [b242]	D$-$	\textsf{EU}	\href{http://snap.stanford.edu/data/email-EuAll.html}{EU institution}	User--user email	265,214	420,045
Communication:Enron [b345]	D$=$\Clocklogo	\textsf{EN}	\href{http://www.cs.cmu.edu/~enron/}{Enron}	User--user email	87,365	1,149,884
Trust:Epinions [b367]	D$\pm$\Clocklogo	\textsf{EP}	\href{http://www.trustlet.org/wiki/Extended_Epinions_dataset}{Epinions}	User--user trust/distrust	131,828	841,372
Ratings:Epinions [b367]	B$\APLstar$\Clocklogo	\textsf{ER}	\href{http://www.trustlet.org/wiki/Extended_Epinions_dataset}{Epinions}	User--product rating	120,492 + 755,760	13,668,320
Social:Facebook-New-Orleans [b480]	U$-$\Clocklogo	\textsf{Ol}	\href{http://socialnetworks.mpi-sws.org/data-wosn2009.html}{Facebook New Orleans}	User--user friendship	63,731	1,545,686
Communication:Facebook-New-Orleans [b480]	D$=$\Clocklogo	\textsf{Ow}	\href{http://socialnetworks.mpi-sws.org/data-wosn2009.html}{Facebook New Orleans}	User--user wall post	63,891	876,993
Communication:Filmtipset [said:social-similarity]	B$=$\Clocklogo	\textsf{Fc}	\href{http://www.dai-labor.de/camra2010/datasets/}{Filmtipset}	User--movie comment	29,530 + 45,830	1,266,753
Social:Filmtipset [said:social-similarity]	D$-$	\textsf{Ff}	\href{http://www.dai-labor.de/camra2010/datasets/}{Filmtipset}	User--user friendship	39,199	143,310
Ratings:Filmtipset [said:social-similarity]	B$\APLstar$\Clocklogo	\textsf{Fr}	\href{http://www.dai-labor.de/camra2010/datasets/}{Filmtipset}	User--movie rating	80,482 + 64,189	19,554,219
Features:Flickr [b560]	B$-$	\textsf{FG}	\href{http://socialnetworks.mpi-sws.org/data-imc2007.html}{Flickr}	User--group membership	395,979 + 103,631	8,545,307
Social:Flickr [b494]	D$-$\Clocklogo	\textsf{FL}	\href{http://socialnetworks.mpi-sws.org/data-wosn2008.html}{Flickr}	User--user friendship	2,302,925	33,140,018
Authorship:Github [github]	B$-$	\textsf{GH}	\href{http://github.com/blog/466-the-2009-github-contest}{Github}	User--project membership	56,519 + 120,867	440,237
Features:English-Wikipedia [download.wikimedia.org]	B$=$	\textsf{EX}	\href{http://en.wikipedia.org/wiki/Wikipedia:Featured_articles}{English Wikipedia}	Excellent article--word frequency	2,780 + 273,959	2,941,902
Features:Reuters-21578 [b645]	B$=$	\textsf{R2}	\href{http://www.daviddlewis.com/resources/testcollections/reuters21578/}{Reuters-21578}	Article--word frequency	21,557 + 38,677	978,446
Features:TREC-(disks-4--5) [trec45]	B$=$	\textsf{TR}	\href{http://www.nist.gov/tac/data/data_desc.html#TREC}{TREC (disks 4--5)}	Document--word frequency	556,077 + 1,173,225	83,629,405
Reference:arXiv-hep-th [b619]	D$-$	\textsf{th}	\href{http://www.cs.cornell.edu/projects/kddcup/datasets.html}{arXiv hep-th}	Publication--publication citation	27,770	352,807
Ratings:Jester [b7]	B$\pm$	\textsf{JE}	\href{http://goldberg.berkeley.edu/jester-data/}{Jester}	User--joke rating	24,938 + 100	616,912
Interaction:Last.fm [lastfm]	B$=$\Clocklogo	\textsf{Lb}	\href{http://www.dtic.upf.edu/~ocelma/MusicRecommendationDataset/lastfm-1K.html}{Last.fm}	User--band listening event	992 + 174,077	19,150,868
Interaction:Last.fm [lastfm]	B$=$\Clocklogo	\textsf{Ls}	\href{http://www.dtic.upf.edu/~ocelma/MusicRecommendationDataset/lastfm-1K.html}{Last.fm}	User--song listening event	992 + 1,084,620	19,150,868
Ratings:Líbímseti.cz [b311]	D$\APLstar$	\textsf{LI}	\href{http://www.occamslab.com/petricek/data/}{Líbímseti.cz}	User--user profile rating	220,970	17,359,346
Features:LiveJournal [b560]	B$-$	\textsf{LG}	\href{http://socialnetworks.mpi-sws.org/data-imc2007.html}{LiveJournal}	User--group membership	3,201,203 + 7,489,073	112,307,385
Interaction:Reality-Mining [b665]	U$=$\Clocklogo	\textsf{RM}	\href{http://reality.media.mit.edu/dataset.php}{Reality Mining}	Person--person proximity	96	1,086,404
Ratings:MovieLens-100k [www.grouplens.org/node/73]	B$\APLstar$\Clocklogo	\textsf{M1}	\href{http://www.grouplens.org/node/73}{MovieLens 100k}	User--movie rating	943 + 1,682	100,000
Ratings:MovieLens-10M [www.grouplens.org/node/73]	B$\APLstar$\Clocklogo	\textsf{M3}	\href{http://www.grouplens.org/node/73}{MovieLens 10M}	User--movie rating	71,567 + 65,133	10,000,054
Folksonomy:MovieLens [www.grouplens.org/node/73]	T$=$\Clocklogo	\textsf{M}	\href{http://www.grouplens.org/node/73}{MovieLens}	User--tag--movie assignment	4,009 + 16,528 + 7,601	95,580
Ratings:MovieLens-1M [www.grouplens.org/node/73]	B$\APLstar$\Clocklogo	\textsf{M2}	\href{http://www.grouplens.org/node/73}{MovieLens 1M}	User--movie rating	6,040 + 3,706	1,000,209
Communication:Digg [b565]	D$=$\Clocklogo	\textsf{DG}	\href{http://www.public.asu.edu/~mdechoud/datasets.html}{Digg}	User--user reply	30,398	87,627
Communication:Twitter [b629]	D$=$\Clocklogo	\textsf{Wa}	\href{http://www.public.asu.edu/~mdechoud/datasets.html}{Twitter}	User--user ``@name'' mention	2,919,613	12,887,063
Folksonomy:Twitter [b629]	T$=$\Clocklogo	\textsf{W}	\href{http://www.public.asu.edu/~mdechoud/datasets.html}{Twitter}	User--hashtag--URL usage	175,214 + 530,418 + 9,129,669	4,664,605
Social:Twitter [b629]	D$-$	\textsf{Ws}	\href{http://www.public.asu.edu/~mdechoud/datasets.html}{Twitter}	User--user following	465,017	835,423
Ratings:Netflix [b520]	B$\APLstar$\Clocklogo	\textsf{NX}	\href{http://www.netflixprize.com/community/viewtopic.php?pid=9857}{Netflix}	User--movie rating	480,189 + 17,770	100,480,507
Features:Orkut [b560]	B$-$	\textsf{OG}	\href{http://socialnetworks.mpi-sws.org/data-imc2007.html}{Orkut}	User--group membership	2,783,196 + 8,730,857	327,037,487
Social:Orkut [b560]	D$-$	\textsf{OR}	\href{http://socialnetworks.mpi-sws.org/data-imc2007.html}{Orkut}	User--user link	3,072,441	223,534,301
Physical:Gnutella [b552]	D$-$	\textsf{GN}	\href{http://snap.stanford.edu/data/p2p-Gnutella31.html}{Gnutella}	Host--host connection	62,586	147,892
Reference:US-patents [b376]	D$-$	\textsf{PC}	\href{http://www.nber.org/patents/}{US patents}	Patent--patent citation	3,774,768	16,522,438
Folksonomy:vi.sualize.us [neubauer:visualize.us]	T$=$	\textsf{V}	\href{http://vi.sualize.us/}{vi.sualize.us}	User--tag--picture assignment	17,122 + 82,035 + 495,402	2,298,816
Features:Prosper.com [prosper]	B$-$	\textsf{PS}	\href{http://www.prosper.com/tools/DataExport.aspx}{Prosper.com}	Member--group support	6,582 + 1,013	21,017
Features:Prosper.com [prosper]	B$-$	\textsf{PW}	\href{http://www.prosper.com/tools/DataExport.aspx}{Prosper.com}	Member--listing watch	1,732 + 22,233	35,377
Features:Reuters [b645]	B$=$	\textsf{RE}	\href{http://trec.nist.gov/data/reuters/reuters.html}{Reuters}	Message--word inclusion	781,265 + 283,911	60,569,726
Physical:California [b336]	U$-$	\textsf{RO}	\href{http://snap.stanford.edu/data/roadNet-CA.html}{California}	Road network	1,965,206	5,533,214
Social:Slashdot-Zoo [kunegis:slashdot-zoo]	D$\pm$	\textsf{SZ}	\href{http://dai-labor.de/IRML/datasets}{Slashdot Zoo}	User--user friend/foe	79,120	515,581
Social:LiveJournal [b336]	D$-$	\textsf{LJ}	\href{http://snap.stanford.edu/data/soc-LiveJournal1.html}{LiveJournal}	User--user friendship	4,847,571	68,993,773
Physical:Internet-topology [b554]	U$=$\Clocklogo	\textsf{TO}	\href{http://irl.cs.ucla.edu/topology/}{Internet topology}	AS--AS connection	34,761	171,403
Reference:TREC-WT10g [b397]	D$-$	\textsf{WT}	\href{http://ir.dcs.gla.ac.uk/test_collections/access_to_data.html}{TREC WT10g}	Webpage--webpage hyperlink	1,601,787	8,063,026
Social:Twitter [b545]	D$-$	\textsf{TW}	\href{http://an.kaist.ac.kr/traces/WWW2010.html}{Twitter}	User--user following	41,652,230	1,468,365,182
Reference:Berkeley/Stanford [b336]	D$-$	\textsf{BS}	\href{http://snap.stanford.edu/data/web-BerkStan.html}{Berkeley/Stanford}	Webpage--webpage hyperlink	685,230	7,600,595
Reference:Google [b336]	D$-$	\textsf{GO}	\href{http://snap.stanford.edu/data/web-Google.html}{Google}	Webpage--webpage hyperlink	875,713	5,105,039
Features:English-Wikipedia [download.wikimedia.org]	B$-$	\textsf{WC}	\href{http://download.wikimedia.org/}{English Wikipedia}	Article--category membership	1,853,493 + 182,947	3,795,796
Reference:English-Wikipedia [b518]	D$-$\Clocklogo	\textsf{WP}	\href{http://socialnetworks.mpi-sws.org/data-wosn2008.html}{English Wikipedia}	Article--article link	1,870,709	39,953,145
Communication:English-Wikipedia [b551]	D$-$	\textsf{WK}	\href{http://snap.stanford.edu/data/wiki-Talk.html}{English Wikipedia}	User--user userpage message	2,394,385	5,021,410
Reference:World-Wide-Web [b396]	D$-$	\textsf{W3}	\href{http://www.nd.edu/~networks/resources.htm}{World Wide Web}	Webpage--webpage hyperlink	325,729	1,497,135
Features:YouTube [b518]	B$-$	\textsf{YG}	\href{http://socialnetworks.mpi-sws.org/data-imc2007.html}{YouTube}	User--group membership	94,238 + 30,087	293,360
Social:YouTube [b518]	D$-$\Clocklogo	\textsf{YT}	\href{http://socialnetworks.mpi-sws.org/data-wosn2008.html}{YouTube}	User--user friendship	3,223,643	18,524,095
